Star Rating,Review Title,Review Description
5.0 out of 5 stars,Bestest,"The Redmi A4 5G is a budget smartphone with good features at a low price. It has a large 6.88-inch display with a 120Hz refresh rate, making scrolling smooth, though the HD+ resolution is average. The performance is decent for daily tasks like calling, social media, and light gaming, but not ideal for heavy games. Its 50MP rear camera clicks clear photos in daylight, while low-light quality is average. The 5160mAh battery gives all-day backup. Overall, it is a good option for students and normal users who want an affordable 5G phone.Read more"
2.0 out of 5 stars,"Bad product,not to be recommended","This review is after the use of 02 and half months.Product performance is very bad. Processor is very slow and heating up badly. Camera stopped working, Mother board is replaced under warranty. SoRead more"
5.0 out of 5 stars,The Product is Good in this Price Range,The Product is Good in this Price RangeRead more
5.0 out of 5 stars,So bast mobile,So bast productRead more
5.0 out of 5 stars,Good performance,Very good product. Performance also very nice. Super camera clarity. Overall goodRead more
5.0 out of 5 stars,Good 5g phone,Super mobile very nice good battery backup  smoth Operting loking nice & Slim MobileRead more
4.0 out of 5 stars,Nice,Nice phone in this range. Camera quality is good . I m using this phone since one month.. bettry is good.. storage is also good.Read more
5.0 out of 5 stars,Excellent value for money,"Purchased this device at launch with offers, and gotta say it's very balanced for something in this price range.The 6 Generations of os upgrades really sold it for me, unlike other options in this range with little to no software support, despite good hardware.The massive battery does itself justice paired with the dimensity 6300, and gives battery for about 2 days.Despite the heftiness of the phone it does feel good in hand.A few notes to be had here;1. This device does NOT have NFC2. This device doesn't support ARCore, so any ar based activists are unsupported3. The stock one ui 8 experience still feels very bloated4. Debloating and killing a bunch of background services will greatly increase performance and bettery life5. This device receives quarterly updatesThe color accuracy of the display is quite decent, however 120Hz at max brightness will lead to significant amount of heat.Steer clear of the 4GB variant unless you wish to kill background services and debloat, or are planning to use this as a backup phone.Read more"
5.0 out of 5 stars,Just fabulous,"The all in one quality type handset. Most magnificent side is it's price range. Well manufactured model from samsung , I also thankful to the seller to provide a genuine product. Must recommend to those who planned to buy a new one.Read more"
3.0 out of 5 stars,"Review after long use. Puchase price ₹13,499","Review after long use. Puchase price ₹13,499Battery : very goodCharging speed : OK okDisplay : ok okWeight : light weightHanging : very rearCamera : very bad bothUser interface : AwesomeBuild quality : very Good5G network : very goodValue for money : 6/128 under 13kRead more"
1.0 out of 5 stars,Quality and price,"Heating and hanging issue , processor is very slow , price is very high respect to qualityRead more"
2.0 out of 5 stars,Calling phone with decent camera.,"Cons- This phone is useless in 6gb RAM. OneUI itself take most of the RAM. Even if you are using Amazon or icici bank app or play store. This phone will cry. At least 8gb option fit for sumsung phones.Virtual ram is just for advertising by brands.Night mode+eye care on= worst display as lcd pannel. Gray colour even in dim light.Moto phones has lcd pannel too in some models but display are better  even in night mode plus eye care on. No grey colour at all.GOOD things--camera better than expectations in day light.-Very good touch.-Sound quality is nice even with single speaker.-call quality and network is good.-Battery is wonderful.-Charging speed is alright. 1hr something is not bad if you are not heavy user.I would recommend this phone only for those who need a phone for calling and good battery. For chatting, eyes would cry because of display. For this LCD pannel, eye care is no of use.  Due to low quality lcd pannel. Videos and images colours are not good.  Now I will have to buy a new phone😕 because I use phone mostly for chatting and reading. Sumsung please work on such small things. I wanted to buy A56 but prices are really really high for this brand.. So finally need to leave hope from sumsung.Read more"
5.0 out of 5 stars,Awe some,Must try as charging speed fast and quality of camera for value of money feel no heat during normal use.Must buy adaptor from Samsung store or centre only.Read more
4.0 out of 5 stars,good quality,good & Matching one-Ok in this priceRead more
5.0 out of 5 stars,Mobile is good and pocket friendly.,The samsung m17e is the very budget friendly mobile in this price.I am happy with the mobile by its overall features for daily usage.Read more
